ticket,customer_id,complaint_category,complaint_date,severity
TICKET000448,CUST028339,ATM Withdrawal Failed,2024-06-02,9
TICKET000449,CUST022647,Delayed Refund,2025-03-10,6
TICKET000450,CUST018516,Incorrect Charges,2024-12-28,5
TICKET000451,CUST099907,Card Not Working,2025-04-14,7
TICKET000452,CUST054131,Loan Application Rejected,2024-09-20,7
TICKET000453,CUST016748,Unauthorized Transaction,2025-02-24,1
TICKET000454,CUST094980,Mobile App Issues,2024-08-20,6
TICKET000455,CUST063674,Mobile App Issues,2024-06-21,5
TICKET000456,CUST057552,Unauthorized Transaction,2025-05-02,7
TICKET000457,CUST040359,Incorrect Charges,2024-10-31,5
TICKET000458,CUST030554,Loan Application Rejected,2024-09-04,1
TICKET000459,CUST046237,Loan Application Rejected,2024-10-20,7
TICKET000460,CUST079762,Delayed Refund,2024-10-21,5
TICKET000461,CUST088344,Account Locked,2024-11-17,2
TICKET000462,CUST096440,ATM Withdrawal Failed,2024-12-07,5
TICKET000463,CUST092355,ATM Withdrawal Failed,2024-07-28,9
TICKET000464,CUST016208,Incorrect Charges,2024-12-29,10
TICKET000465,CUST064357,Mobile App Issues,2024-12-25,8
TICKET000466,CUST060117,ATM Withdrawal Failed,2025-01-16,7
TICKET000467,CUST066091,Card Not Working,2025-02-23,3
TICKET000468,CUST027123,ATM Withdrawal Failed,2024-10-18,5
TICKET000469,CUST085462,Mobile App Issues,2024-06-01,0
TICKET000470,CUST001960,ATM Withdrawal Failed,2024-09-22,6
TICKET000471,CUST022474,Loan Application Rejected,2024-06-22,3
TICKET000472,CUST064555,Card Not Working,2025-04-30,9
TICKET000473,CUST062371,Mobile App Issues,2024-11-07,5
TICKET000474,CUST050033,Mobile App Issues,2024-06-15,9
TICKET000475,CUST064711,Mobile App Issues,2024-08-25,0
TICKET000476,CUST034528,Incorrect Charges,2024-12-23,1
TICKET000477,CUST049542,Unauthorized Transaction,2025-03-11,8
TICKET000478,CUST098144,Unauthorized Transaction,2025-03-26,3
TICKET000479,CUST058790,Account Locked,2024-09-25,9
TICKET000480,CUST010197,Incorrect Charges,2024-09-04,8
TICKET000481,CUST007671,Card Not Working,2024-05-13,6
TICKET000482,CUST090930,KYC Verification Delay,2025-01-24,9
TICKET000483,CUST037661,Account Locked,2024-07-01,8
TICKET000484,CUST080166,Mobile App Issues,2024-09-30,0
TICKET000485,CUST067322,Incorrect Charges,2024-11-03,10
TICKET000486,CUST050669,Poor Customer Service,2024-08-28,7
TICKET000487,CUST007414,Mobile App Issues,2024-05-11,4
TICKET000488,CUST053254,Mobile App Issues,2025-01-26,9
TICKET000489,CUST083841,Poor Customer Service,2024-10-26,3
TICKET000490,CUST025974,Delayed Refund,2024-06-21,10
TICKET000491,CUST060123,Delayed Refund,2025-01-18,6
TICKET000492,CUST032934,Delayed Refund,2024-07-28,6
TICKET000493,CUST074618,Poor Customer Service,2025-04-21,9
TICKET000494,CUST078631,Account Locked,2024-11-07,6
TICKET000495,CUST004906,Mobile App Issues,2025-02-12,1
TICKET000496,CUST012107,Mobile App Issues,2024-12-13,3
TICKET000497,CUST043067,Unauthorized Transaction,2024-12-06,9
TICKET000498,CUST032713,Loan Application Rejected,2025-02-11,1
TICKET000499,CUST003501,Delayed Refund,2025-01-05,7
TICKET000500,CUST047474,KYC Verification Delay,2025-04-28,1
TICKET000501,CUST080128,Delayed Refund,2025-04-09,0
TICKET000502,CUST034807,Incorrect Charges,2024-05-06,6
TICKET000503,CUST038374,KYC Verification Delay,2025-01-30,3
TICKET000504,CUST099855,Card Not Working,2025-02-02,5
TICKET000505,CUST059074,Account Locked,2024-07-13,1
TICKET000506,CUST013235,Incorrect Charges,2025-03-26,1
TICKET000507,CUST039489,KYC Verification Delay,2024-12-06,2
TICKET000508,CUST089094,Card Not Working,2024-08-20,4
TICKET000509,CUST092513,Unauthorized Transaction,2025-02-19,10
TICKET000510,CUST036885,Poor Customer Service,2024-07-10,6
TICKET000511,CUST073008,Unauthorized Transaction,2025-04-03,3
TICKET000512,CUST091658,Poor Customer Service,2024-09-24,7
TICKET000513,CUST061775,Account Locked,2024-10-20,1
TICKET000514,CUST020359,Incorrect Charges,2025-01-24,2
TICKET000515,CUST077006,Delayed Refund,2024-07-18,10
TICKET000516,CUST043332,ATM Withdrawal Failed,2024-09-28,9
TICKET000517,CUST045720,Card Not Working,2024-05-31,3
TICKET000518,CUST099732,Account Locked,2025-04-11,0
TICKET000519,CUST094988,KYC Verification Delay,2024-05-26,3
TICKET000520,CUST022626,Mobile App Issues,2024-06-18,1
TICKET000521,CUST031576,Delayed Refund,2024-08-20,9
TICKET000522,CUST003470,Mobile App Issues,2024-12-17,1
TICKET000523,CUST047302,Loan Application Rejected,2024-08-10,8
TICKET000524,CUST048640,Card Not Working,2024-08-18,9
TICKET000525,CUST020142,Incorrect Charges,2025-04-23,4
TICKET000526,CUST070848,Unauthorized Transaction,2024-10-23,3
TICKET000527,CUST041623,Incorrect Charges,2024-05-19,3
TICKET000528,CUST091203,Loan Application Rejected,2024-05-06,7
TICKET000529,CUST017722,Incorrect Charges,2025-04-24,9
TICKET000530,CUST056677,Unauthorized Transaction,2025-03-09,1
TICKET000531,CUST081669,Mobile App Issues,2025-03-17,0
TICKET000532,CUST098362,Loan Application Rejected,2024-06-26,8
TICKET000533,CUST019331,Poor Customer Service,2024-07-01,6
TICKET000534,CUST087709,Card Not Working,2024-06-09,1
TICKET000535,CUST001832,Loan Application Rejected,2024-11-13,7
TICKET000536,CUST070502,Unauthorized Transaction,2025-03-19,6
TICKET000537,CUST034693,Unauthorized Transaction,2025-04-27,10
TICKET000538,CUST000395,Account Locked,2024-11-05,8
TICKET000539,CUST018404,Account Locked,2024-07-19,9
TICKET000540,CUST027138,Card Not Working,2024-09-29,0
TICKET000541,CUST027503,Loan Application Rejected,2025-04-07,2
TICKET000542,CUST021592,Unauthorized Transaction,2024-10-12,5
TICKET000543,CUST050769,Loan Application Rejected,2024-07-03,10
TICKET000544,CUST019839,ATM Withdrawal Failed,2024-10-21,5
TICKET000545,CUST052523,Unauthorized Transaction,2024-07-14,0
TICKET000546,CUST018069,Loan Application Rejected,2025-02-07,1
TICKET000547,CUST033205,Poor Customer Service,2025-04-27,7
TICKET000548,CUST078725,Loan Application Rejected,2025-04-19,7
TICKET000549,CUST030629,Account Locked,2024-05-09,0
TICKET000550,CUST092629,Poor Customer Service,2024-10-07,0
TICKET000551,CUST012529,Card Not Working,2024-12-20,4
TICKET000552,CUST081870,Incorrect Charges,2025-02-13,9
TICKET000553,CUST050555,Delayed Refund,2024-12-29,2
TICKET000554,CUST000581,Unauthorized Transaction,2025-05-05,2
TICKET000555,CUST022048,Account Locked,2024-06-05,10
TICKET000556,CUST081256,Loan Application Rejected,2024-10-02,9
TICKET000557,CUST047708,Poor Customer Service,2024-10-18,10
TICKET000558,CUST078160,Unauthorized Transaction,2025-04-24,3
TICKET000559,CUST064069,KYC Verification Delay,2024-10-31,10
TICKET000560,CUST040942,Loan Application Rejected,2024-10-28,3
TICKET000561,CUST084719,Poor Customer Service,2024-10-18,2
TICKET000562,CUST067362,Mobile App Issues,2024-07-26,3
TICKET000563,CUST093809,Loan Application Rejected,2024-08-30,6
TICKET000564,CUST082654,Unauthorized Transaction,2024-11-14,8
TICKET000565,CUST008794,ATM Withdrawal Failed,2024-10-02,0
TICKET000566,CUST015178,Incorrect Charges,2025-01-12,9
TICKET000567,CUST063923,Mobile App Issues,2025-02-16,8
TICKET000568,CUST092233,Account Locked,2025-02-08,5
TICKET000569,CUST000186,KYC Verification Delay,2025-01-23,6
TICKET000570,CUST092880,Loan Application Rejected,2024-05-20,1
TICKET000571,CUST096263,KYC Verification Delay,2024-06-30,7
TICKET000572,CUST016347,Card Not Working,2024-05-20,7
TICKET000573,CUST034787,Loan Application Rejected,2024-10-08,0
TICKET000574,CUST089791,KYC Verification Delay,2024-12-24,9
TICKET000575,CUST048490,KYC Verification Delay,2024-06-02,4
TICKET000576,CUST084059,ATM Withdrawal Failed,2024-05-21,5
TICKET000577,CUST001794,Poor Customer Service,2024-05-11,10
TICKET000578,CUST070243,Mobile App Issues,2024-10-24,10
TICKET000579,CUST000267,Card Not Working,2024-12-20,8
TICKET000580,CUST077708,Account Locked,2024-09-22,0
TICKET000581,CUST058248,KYC Verification Delay,2024-06-06,7
TICKET000582,CUST071898,Unauthorized Transaction,2025-01-26,3
TICKET000583,CUST094731,Unauthorized Transaction,2024-10-19,4
TICKET000584,CUST081561,KYC Verification Delay,2024-08-31,5
TICKET000585,CUST034327,Loan Application Rejected,2025-03-02,6
TICKET000586,CUST095280,ATM Withdrawal Failed,2025-02-17,7
TICKET000587,CUST018496,Poor Customer Service,2025-01-07,5
TICKET000588,CUST099552,Poor Customer Service,2025-03-10,8
TICKET000589,CUST005409,Unauthorized Transaction,2024-12-26,5
TICKET000590,CUST021965,Card Not Working,2024-09-14,1
TICKET000591,CUST029506,ATM Withdrawal Failed,2024-05-20,10
TICKET000592,CUST053591,Account Locked,2024-10-04,9
TICKET000593,CUST086040,ATM Withdrawal Failed,2024-06-25,8
TICKET000594,CUST034078,Incorrect Charges,2024-10-06,5
TICKET000595,CUST006108,KYC Verification Delay,2024-09-26,9
TICKET000596,CUST062632,Mobile App Issues,2024-06-10,1
TICKET000597,CUST032766,ATM Withdrawal Failed,2024-06-15,7
TICKET000598,CUST063621,Poor Customer Service,2024-10-11,7
TICKET000599,CUST064388,Poor Customer Service,2025-03-24,3
TICKET000600,CUST003539,KYC Verification Delay,2024-08-13,0
TICKET000601,CUST027098,Delayed Refund,2024-07-11,7
TICKET000602,CUST065777,Incorrect Charges,2024-08-11,1
TICKET000603,CUST099479,Mobile App Issues,2025-02-15,9
TICKET000604,CUST038646,Card Not Working,2024-11-30,2
TICKET000605,CUST011786,Mobile App Issues,2025-01-30,5
TICKET000606,CUST052871,Unauthorized Transaction,2025-01-09,2
TICKET000607,CUST050849,Account Locked,2025-04-08,7
TICKET000608,CUST080990,Unauthorized Transaction,2024-10-20,3
TICKET000609,CUST054806,ATM Withdrawal Failed,2024-10-08,0
TICKET000610,CUST050956,Incorrect Charges,2024-08-09,4
TICKET000611,CUST004871,Loan Application Rejected,2024-12-06,4
TICKET000612,CUST073069,Poor Customer Service,2025-01-27,2
TICKET000613,CUST052095,Account Locked,2024-09-05,8
TICKET000614,CUST006976,Incorrect Charges,2024-09-29,9
TICKET000615,CUST066383,Delayed Refund,2024-08-31,1
TICKET000616,CUST097508,Card Not Working,2025-02-26,3
TICKET000617,CUST085583,Unauthorized Transaction,2025-05-01,0
TICKET000618,CUST048565,Incorrect Charges,2024-08-09,10
TICKET000619,CUST069169,Account Locked,2024-08-28,5
TICKET000620,CUST030758,Account Locked,2024-11-11,7
TICKET000621,CUST099149,Mobile App Issues,2024-05-31,2
TICKET000622,CUST097681,Delayed Refund,2024-06-22,10
TICKET000623,CUST039739,KYC Verification Delay,2024-05-18,1
TICKET000624,CUST081520,KYC Verification Delay,2024-07-16,0
TICKET000625,CUST005877,Mobile App Issues,2025-03-07,5
TICKET000626,CUST068625,Loan Application Rejected,2025-02-04,5
TICKET000627,CUST042082,Card Not Working,2024-05-18,6
TICKET000628,CUST029096,ATM Withdrawal Failed,2024-10-25,2
TICKET000629,CUST059756,Card Not Working,2024-07-26,6
TICKET000630,CUST063839,Loan Application Rejected,2024-06-04,8
TICKET000631,CUST033757,Mobile App Issues,2025-05-05,0
TICKET000632,CUST086637,Delayed Refund,2025-01-08,1
TICKET000633,CUST048336,Unauthorized Transaction,2025-02-07,5
TICKET000634,CUST076336,KYC Verification Delay,2025-05-02,8
TICKET000635,CUST097354,Loan Application Rejected,2025-01-06,3
TICKET000636,CUST077894,Incorrect Charges,2025-05-02,8
TICKET000637,CUST026046,Incorrect Charges,2025-03-18,2
TICKET000638,CUST093130,ATM Withdrawal Failed,2024-09-16,10
TICKET000639,CUST017188,Incorrect Charges,2025-01-17,9
TICKET000640,CUST082451,Delayed Refund,2024-08-02,7
TICKET000641,CUST014381,Unauthorized Transaction,2024-09-07,6
TICKET000642,CUST043041,Delayed Refund,2024-05-18,10
TICKET000643,CUST018861,Unauthorized Transaction,2024-05-10,4
TICKET000644,CUST088313,Account Locked,2025-03-05,9
TICKET000645,CUST009273,Delayed Refund,2024-12-28,4
TICKET000646,CUST079136,Unauthorized Transaction,2025-04-20,2
TICKET000647,CUST024750,ATM Withdrawal Failed,2024-11-23,2
TICKET000648,CUST047561,Unauthorized Transaction,2024-12-22,2
TICKET000649,CUST049577,KYC Verification Delay,2025-03-18,3
TICKET000650,CUST053026,Poor Customer Service,2024-10-15,1
TICKET000651,CUST062734,Mobile App Issues,2024-05-12,1
TICKET000652,CUST074612,Mobile App Issues,2025-02-06,6
TICKET000653,CUST034863,Account Locked,2024-05-21,10
TICKET000654,CUST074261,Unauthorized Transaction,2024-07-09,8
TICKET000655,CUST003863,Unauthorized Transaction,2025-02-09,8
TICKET000656,CUST050035,Account Locked,2024-07-11,10
TICKET000657,CUST080333,Card Not Working,2025-02-28,0
TICKET000658,CUST011231,Card Not Working,2024-05-24,1
TICKET000659,CUST017676,KYC Verification Delay,2024-12-27,2
TICKET000660,CUST028929,ATM Withdrawal Failed,2025-02-10,10
TICKET000661,CUST031934,Unauthorized Transaction,2024-06-21,5
TICKET000662,CUST054073,Poor Customer Service,2025-05-05,10
TICKET000663,CUST044653,Card Not Working,2024-12-10,4
TICKET000664,CUST012200,Poor Customer Service,2025-04-23,9
TICKET000665,CUST027755,Account Locked,2024-06-10,8
TICKET000666,CUST029625,KYC Verification Delay,2024-06-24,0
TICKET000667,CUST048638,Delayed Refund,2024-05-09,3
TICKET000668,CUST009348,Loan Application Rejected,2025-04-22,10
TICKET000669,CUST039673,KYC Verification Delay,2024-09-18,7
TICKET000670,CUST015618,Incorrect Charges,2025-02-16,5
TICKET000671,CUST047730,Unauthorized Transaction,2024-06-05,4
TICKET000672,CUST052424,Account Locked,2024-05-13,0
TICKET000673,CUST067497,Card Not Working,2025-01-16,10
TICKET000674,CUST053571,Account Locked,2024-08-09,5
TICKET000675,CUST036971,Incorrect Charges,2024-09-07,2
TICKET000676,CUST084298,Incorrect Charges,2024-07-17,8
TICKET000677,CUST084338,Delayed Refund,2024-12-26,7
TICKET000678,CUST069771,Delayed Refund,2024-07-01,9
TICKET000679,CUST058055,Poor Customer Service,2024-08-20,9
TICKET000680,CUST094753,Delayed Refund,2024-12-20,1
TICKET000681,CUST074822,Loan Application Rejected,2024-10-28,1
TICKET000682,CUST040592,Poor Customer Service,2025-02-14,6
TICKET000683,CUST079072,Card Not Working,2024-10-25,8
TICKET000684,CUST009085,KYC Verification Delay,2024-12-19,5
TICKET000685,CUST061686,ATM Withdrawal Failed,2024-06-28,1
TICKET000686,CUST005979,Account Locked,2024-09-11,8
TICKET000687,CUST008065,Card Not Working,2024-09-11,6
TICKET000688,CUST077460,Loan Application Rejected,2024-08-15,1
TICKET000689,CUST005405,KYC Verification Delay,2024-12-21,10
TICKET000690,CUST043841,Loan Application Rejected,2025-04-28,7
TICKET000691,CUST040883,Incorrect Charges,2025-02-02,1
TICKET000692,CUST024923,Card Not Working,2024-11-11,0
TICKET000693,CUST066986,ATM Withdrawal Failed,2025-04-11,6
TICKET000694,CUST082832,KYC Verification Delay,2024-10-10,8
TICKET000695,CUST080490,Incorrect Charges,2025-02-01,7
TICKET000696,CUST011488,KYC Verification Delay,2024-11-13,3
TICKET000697,CUST039361,Mobile App Issues,2025-05-04,3
TICKET000698,CUST039180,Poor Customer Service,2025-04-07,3
TICKET000699,CUST000606,ATM Withdrawal Failed,2024-11-10,3
TICKET000700,CUST063799,Loan Application Rejected,2024-07-03,4
TICKET000701,CUST043468,Card Not Working,2024-09-04,3
TICKET000702,CUST092453,Incorrect Charges,2024-12-24,5
TICKET000703,CUST033531,Incorrect Charges,2024-06-13,7
TICKET000704,CUST052486,Account Locked,2024-06-08,8
TICKET000705,CUST003292,Poor Customer Service,2024-07-21,2
TICKET000706,CUST001722,ATM Withdrawal Failed,2024-10-21,6
TICKET000707,CUST038208,KYC Verification Delay,2024-09-09,3
TICKET000708,CUST069468,Unauthorized Transaction,2025-04-27,2
TICKET000709,CUST028123,Account Locked,2024-07-27,1
TICKET000710,CUST064458,Poor Customer Service,2025-02-02,7
TICKET000711,CUST021317,Unauthorized Transaction,2024-06-29,9
TICKET000712,CUST073105,Mobile App Issues,2024-06-08,6
TICKET000713,CUST007523,Unauthorized Transaction,2024-06-22,3
TICKET000714,CUST041344,ATM Withdrawal Failed,2025-01-07,7
TICKET000715,CUST093818,Card Not Working,2025-01-01,3
TICKET000716,CUST077149,Poor Customer Service,2024-12-25,2
TICKET000717,CUST071154,Account Locked,2025-04-19,8
TICKET000718,CUST089137,Card Not Working,2024-06-05,3
TICKET000719,CUST048403,Account Locked,2025-01-26,0
TICKET000720,CUST091392,ATM Withdrawal Failed,2025-03-03,0
TICKET000721,CUST056674,Mobile App Issues,2024-07-01,6
TICKET000722,CUST026329,Incorrect Charges,2024-09-19,0
TICKET000723,CUST045156,KYC Verification Delay,2024-12-20,7
TICKET000724,CUST012376,Delayed Refund,2024-09-16,1
TICKET000725,CUST071039,Delayed Refund,2024-09-09,1
TICKET000726,CUST072139,Loan Application Rejected,2024-08-03,2
TICKET000727,CUST074553,Unauthorized Transaction,2024-08-18,10
TICKET000728,CUST014910,Delayed Refund,2025-03-24,8
TICKET000729,CUST042761,Delayed Refund,2024-10-18,2
TICKET000730,CUST014903,KYC Verification Delay,2024-10-12,7
TICKET000731,CUST071652,KYC Verification Delay,2024-12-18,7
TICKET000732,CUST055685,ATM Withdrawal Failed,2025-01-17,4
TICKET000733,CUST054433,Poor Customer Service,2024-08-04,10
TICKET000734,CUST033330,KYC Verification Delay,2024-11-26,10
TICKET000735,CUST085733,Account Locked,2025-03-30,4
TICKET000736,CUST030831,Unauthorized Transaction,2025-01-17,6
TICKET000737,CUST019342,Account Locked,2024-11-03,10
TICKET000738,CUST057366,Card Not Working,2024-10-29,6
TICKET000739,CUST092218,Delayed Refund,2024-12-26,3
TICKET000740,CUST081608,Card Not Working,2025-03-09,9
TICKET000741,CUST068709,ATM Withdrawal Failed,2025-04-10,2
TICKET000742,CUST043031,Incorrect Charges,2024-06-28,1
TICKET000743,CUST021916,Incorrect Charges,2024-06-07,4
TICKET000744,CUST096519,Account Locked,2024-10-13,9
TICKET000745,CUST014516,KYC Verification Delay,2024-08-21,9
TICKET000746,CUST058510,Delayed Refund,2024-09-11,7
TICKET000747,CUST077993,Incorrect Charges,2024-06-02,0
TICKET000748,CUST075948,Incorrect Charges,2024-12-14,8
TICKET000749,CUST076783,Delayed Refund,2025-05-04,10
TICKET000750,CUST006585,Unauthorized Transaction,2024-08-16,6
TICKET000751,CUST076216,Poor Customer Service,2024-07-02,7
TICKET000752,CUST029767,Delayed Refund,2025-04-26,8
TICKET000753,CUST022520,Poor Customer Service,2024-11-30,3
TICKET000754,CUST010426,Incorrect Charges,2024-05-16,1
TICKET000755,CUST094774,KYC Verification Delay,2024-09-17,6
TICKET000756,CUST068148,Unauthorized Transaction,2024-11-16,3
TICKET000757,CUST094030,Poor Customer Service,2025-04-06,0
TICKET000758,CUST002661,Unauthorized Transaction,2024-08-20,5
TICKET000759,CUST059309,Incorrect Charges,2024-12-18,5
TICKET000760,CUST055192,Mobile App Issues,2024-08-20,4
TICKET000761,CUST077228,ATM Withdrawal Failed,2024-11-27,6
TICKET000762,CUST087299,Account Locked,2024-08-21,6
TICKET000763,CUST067597,Unauthorized Transaction,2025-03-01,9
TICKET000764,CUST077705,Mobile App Issues,2024-10-18,5
TICKET000765,CUST007189,Mobile App Issues,2024-05-26,9
TICKET000766,CUST034142,Poor Customer Service,2025-04-08,2
TICKET000767,CUST056424,Mobile App Issues,2024-06-30,3
TICKET000768,CUST049359,Poor Customer Service,2024-11-02,1
TICKET000769,CUST056906,Unauthorized Transaction,2024-06-10,10
TICKET000770,CUST063400,Loan Application Rejected,2025-02-08,2
TICKET000771,CUST089977,KYC Verification Delay,2025-04-29,6
TICKET000772,CUST052212,Unauthorized Transaction,2025-04-30,5
TICKET000773,CUST039805,Poor Customer Service,2024-05-12,0
TICKET000774,CUST004973,Poor Customer Service,2024-05-14,10
TICKET000775,CUST058521,Mobile App Issues,2025-05-01,0
TICKET000776,CUST097375,Delayed Refund,2024-07-25,3
TICKET000777,CUST006758,Account Locked,2025-04-25,2
TICKET000778,CUST046692,Delayed Refund,2025-04-19,1
TICKET000779,CUST035167,Loan Application Rejected,2024-08-18,4
TICKET000780,CUST074954,Loan Application Rejected,2025-01-23,9
TICKET000781,CUST073573,Poor Customer Service,2025-04-19,4
TICKET000782,CUST086129,Poor Customer Service,2025-01-13,7
TICKET000783,CUST083643,KYC Verification Delay,2024-08-28,3
TICKET000784,CUST069567,Account Locked,2025-01-07,7
TICKET000785,CUST047514,KYC Verification Delay,2024-08-24,1
TICKET000786,CUST084784,Card Not Working,2024-11-28,8
TICKET000787,CUST066021,Loan Application Rejected,2024-10-01,10
TICKET000788,CUST042519,Incorrect Charges,2024-11-24,9
